name,OEM,Model,Variant,year,km_driven,fuel,seller_type,transmission,owner,Rating,ExShowroom Price,selling_price,RTO Number
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2018,35000,Petrol,Individual,Manual,First Owner,12.0,251157,200000,MH82LW9605
Maruti Alto LXi BSIII,Maruti,Alto,LXi BSIII,2010,52000,Petrol,Individual,Manual,Second Owner,15.0,251241,190000,MH53QG2764
Hyundai Getz 1.3 GVS,Hyundai,Getz,1.3 GVS,2010,110000,Petrol,Individual,Manual,First Owner,12.0,251423,110000,MH24BG7218
Ford Figo Petrol LXI,Ford,Figo,Petrol LXI,2010,110000,Petrol,Individual,Manual,First Owner,12.0,252185,130000,MH75HL9747
Maruti Omni E MPI STD BS IV,Maruti,Omni,E MPI STD BS IV,2018,120000,Petrol,Individual,Manual,First Owner,9.89,253751,250000,MH58VL5114
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2014,30000,Petrol,Individual,Manual,First Owner,15.0,253859,114999,MH21AV1332
Hyundai EON Magna Plus,Hyundai,EON,Magna Plus,2013,205000,Petrol,Individual,Manual,First Owner,12.99,253894,125000,MH62MO5398
Chevrolet Spark 1.0 LT,Chevrolet,Spark,1.0 LT,2011,68519,Petrol,Dealer,Manual,First Owner,12.0,253956,130000,MH20LD6597
Maruti Alto 800 CNG LXI,Maruti,Alto,800 CNG LXI,2012,97000,CNG,Individual,Manual,Second Owner,14.0,254889,170000,MH83FK3363
Maruti Alto 800 VXI,Maruti,Alto,800 VXI,2014,90000,Petrol,Individual,Manual,First Owner,14.0,254921,160000,MH93BU3699
Maruti Ritz VDi,Maruti,Ritz,VDi,2011,120000,Diesel,Individual,Manual,First Owner,10.34,254998,200000,MH60YU5699
Maruti Zen Estilo LXI Green (CNG),Maruti,Zen,Estilo LXI Green (CNG),2010,80000,CNG,Individual,Manual,Fourth & Above Owner,12.0,255564,110000,MH51HJ5184
Chevrolet Spark 1.0 LS,Chevrolet,Spark,1.0 LS,2012,80000,Petrol,Individual,Manual,First Owner,13.46,255623,130000,MH65OD3503
Mahindra Verito 1.5 D4 BSIV,Mahindra,Verito,1.5 D4 BSIV,2012,172000,Diesel,Individual,Manual,Second Owner,10.0,255904,150000,MH38QS6143
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2010,90000,Petrol,Individual,Manual,Fourth & Above Owner,9.0,256016,155000,MH45VE9661
Tata Nano Lx,Tata,Nano,Lx,2011,20000,Petrol,Individual,Manual,First Owner,13.07,256565,120000,MH74SJ9758
Chevrolet Beat Diesel LS,Chevrolet,Beat,Diesel LS,2013,93900,Diesel,Individual,Manual,Second Owner,11.94,256721,130000,MH70DH6830
Tata Nano CX SE,Tata,Nano,CX SE,2013,25000,Petrol,Individual,Manual,Third Owner,12.0,256971,75000,MH41OS2146
Tata Indigo CR4,Tata,Indigo,CR4,2013,60000,Diesel,Individual,Manual,First Owner,13.24,257588,170000,MH68PN8425
Hyundai Verna SX Diesel,Hyundai,Verna,SX Diesel,2010,78000,Diesel,Dealer,Manual,Second Owner,14.57,257756,200000,MH52SL5522
Maruti Omni 8 Seater BSIV,Maruti,Omni,8 Seater BSIV,2013,35000,Petrol,Individual,Manual,First Owner,15.0,257767,170000,MH16CH7882
Hyundai i10 Magna,Hyundai,i10,Magna,2011,28000,Petrol,Dealer,Manual,First Owner,10.24,258259,250000,MH68SH3420
Tata Manza Aura (ABS) Safire BS IV,Tata,Manza,Aura (ABS) Safire BS IV,2010,50000,Petrol,Individual,Manual,Second Owner,10.74,258529,150000,MH82LG4186
Maruti Alto LXi,Maruti,Alto,LXi,2012,40000,Petrol,Individual,Manual,Second Owner,12.06,259469,180000,MH47SL8440
Chevrolet Spark 1.0,Chevrolet,Spark,1.0,2010,80000,Petrol,Individual,Manual,Second Owner,15.0,259942,78692,MH59XQ6332
Tata Indica Vista Aqua 1.4 TDI,Tata,Indica,Vista Aqua 1.4 TDI,2010,81000,Diesel,Individual,Manual,Second Owner,12.41,260565,125000,MH78WO4127
Maruti Zen Estilo LX BSIV,Maruti,Zen,Estilo LX BSIV,2010,50000,Petrol,Individual,Manual,Third Owner,9.0,261686,90000,MH63LN1668
Tata New Safari DICOR 2.2 EX 4x2,Tata,New,Safari DICOR 2.2 EX 4x2,2010,120000,Diesel,Individual,Manual,Second Owner,10.1,261694,250000,MH98SN3494
Maruti Wagon R Duo Lxi,Maruti,Wagon,R Duo Lxi,2010,90000,LPG,Individual,Manual,Second Owner,13.0,261820,120000,MH64DS5899
Hyundai EON D Lite,Hyundai,EON,D Lite,2014,76000,Petrol,Individual,Manual,Second Owner,10.0,261864,180000,MH85IL7345
Tata Xenon XT EX 4X4,Tata,Xenon,XT EX 4X4,2010,70000,Diesel,Individual,Manual,Second Owner,12.0,262306,150000,MH36XK4391
Tata Nano Lx,Tata,Nano,Lx,2011,40000,Petrol,Individual,Manual,First Owner,12.0,262446,60000,MH65IJ1169
Tata Tiago 1.05 Revotorq XM,Tata,Tiago,1.05 Revotorq XM,2017,50000,Diesel,Individual,Manual,First Owner,9.36,262550,260000,MH90QR1511
Hyundai Santro Xing GL Plus,Hyundai,Santro,Xing GL Plus,2013,80000,Petrol,Individual,Manual,First Owner,13.0,262711,175000,MH52OZ2368
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Fiesta,Classic 1.4 Duratorq CLXI,2011,186000,Diesel,Individual,Manual,Second Owner,10.0,262834,150000,MH19UH9781
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2014,90000,Petrol,Individual,Manual,Second Owner,11.0,263393,190000,MH95VB7454
Chevrolet Optra Magnum 2.0 LS,Chevrolet,Optra,Magnum 2.0 LS,2011,120000,Diesel,Individual,Manual,First Owner,13.67,263738,195000,MH75FQ6064
Toyota Etios V,Toyota,Etios,V,2011,41125,Petrol,Dealer,Manual,First Owner,9.0,263940,249000,MH89QZ2275
Maruti Alto LXi BSIII,Maruti,Alto,LXi BSIII,2010,40000,Petrol,Individual,Manual,Second Owner,13.41,264046,150000,MH87II7755
Tata Nano Lx,Tata,Nano,Lx,2010,90000,Petrol,Individual,Manual,First Owner,10.83,264317,40000,MH11YE3296
Tata Venture EX,Tata,Venture,EX,2012,80000,Diesel,Individual,Manual,First Owner,13.0,264513,110000,MH59CO5022
Tata Manza Aura Safire,Tata,Manza,Aura Safire,2010,50000,Petrol,Individual,Manual,First Owner,9.41,264625,200000,MH96DH7993
Maruti Alto LXi,Maruti,Alto,LXi,2011,78000,Petrol,Individual,Manual,First Owner,14.0,265639,135000,MH32BE5863
Chevrolet Beat PS,Chevrolet,Beat,PS,2014,77000,Petrol,Individual,Manual,First Owner,9.59,265699,170000,MH66OL7372
Maruti Alto LX,Maruti,Alto,LX,2012,70000,Petrol,Individual,Manual,Second Owner,14.0,265818,140000,MH33XW7087
Maruti Ritz VDi,Maruti,Ritz,VDi,2011,40000,Diesel,Individual,Manual,Second Owner,9.0,266472,150000,MH62PS9829
Nissan Sunny XL D,Nissan,Sunny,XL D,2013,78000,Diesel,Dealer,Manual,First Owner,9.0,266632,225000,MH54PO1432
Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,Eeco,5 STR With AC Plus HTR CNG,2010,80000,CNG,Individual,Manual,Fourth & Above Owner,15.0,266855,170000,MH11GI8354
Maruti Alto 800 VXI,Maruti,Alto,800 VXI,2017,50000,Petrol,Individual,Manual,First Owner,10.0,267421,150000,MH63SB9717
Tata Nano STD,Tata,Nano,STD,2013,25000,Petrol,Individual,Manual,Fourth & Above Owner,10.79,268691,55000,MH98II6032
Maruti Ritz VXI,Maruti,Ritz,VXI,2011,80000,Petrol,Individual,Manual,Second Owner,10.0,269052,250000,MH76OV6989
Datsun GO T Option BSIV,Datsun,GO,T Option BSIV,2015,25000,Petrol,Individual,Manual,First Owner,10.0,269312,210000,MH80XM8016
Tata Indica Vista Quadrajet VX,Tata,Indica,Vista Quadrajet VX,2012,185000,Diesel,Individual,Manual,Second Owner,11.06,269366,130000,MH98TA7217
Maruti SX4 Vxi BSIV,Maruti,SX4,Vxi BSIV,2012,110000,Petrol,Individual,Manual,Second Owner,10.0,269554,225000,MH99WE6556
Maruti SX4 ZXI MT BSIV,Maruti,SX4,ZXI MT BSIV,2011,160000,Petrol,Individual,Manual,Second Owner,10.0,269613,150000,MH36UW1540
Hyundai EON 1.0 Kappa Magna Plus,Hyundai,EON,1.0 Kappa Magna Plus,2015,70000,Petrol,Individual,Manual,First Owner,14.0,269729,160000,MH29DB2881
Maruti Swift Dzire Vdi BSIV,Maruti,Swift,Dzire Vdi BSIV,2011,90000,Diesel,Individual,Manual,Fourth & Above Owner,10.0,269744,215000,MH88WE2474
Tata Indica Vista Quadrajet LX,Tata,Indica,Vista Quadrajet LX,2011,10000,Diesel,Individual,Manual,Second Owner,10.0,269834,149000,MH90MH5246
Hyundai EON Sportz,Hyundai,EON,Sportz,2012,80000,Petrol,Individual,Manual,First Owner,11.0,269957,150000,MH80GM6329
Tata Nano Lx BSIII,Tata,Nano,Lx BSIII,2011,60000,Petrol,Individual,Manual,Second Owner,14.0,270062,65000,MH25SK7778
Renault KWID RXT,Renault,KWID,RXT,2017,20000,Petrol,Individual,Manual,First Owner,11.0,270294,220000,MH42BQ5790
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2012,80000,Diesel,Individual,Manual,Third Owner,9.74,270399,215000,MH92VF4182
Ford Fiesta 1.4 ZXi Duratec,Ford,Fiesta,1.4 ZXi Duratec,2010,110000,Petrol,Individual,Manual,First Owner,11.0,270462,150000,MH64NE5173
Datsun RediGO T Option,Datsun,RediGO,T Option,2017,30000,Petrol,Individual,Manual,First Owner,10.11,270854,200000,MH37AP1771
Maruti Wagon R DUO LPG,Maruti,Wagon,R DUO LPG,2014,90000,LPG,Individual,Manual,First Owner,9.41,271420,210000,MH41YT4512
Hyundai EON Sportz,Hyundai,EON,Sportz,2012,55766,Petrol,Individual,Manual,Second Owner,13.13,271452,150000,MH85DE5984
Chevrolet Beat LS,Chevrolet,Beat,LS,2011,60000,Petrol,Individual,Manual,First Owner,10.65,271713,160000,MH80EH9014
Maruti Alto 800 VXI,Maruti,Alto,800 VXI,2015,70000,Petrol,Individual,Manual,First Owner,14.0,272090,190000,MH42WE4762
Maruti Wagon R VXi BSII,Maruti,Wagon,R VXi BSII,2011,59000,Petrol,Individual,Manual,Second Owner,11.0,272278,220000,MH72RD9414
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2017,35000,Petrol,Individual,Manual,First Owner,10.0,272539,178000,MH90IL4496
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2015,35000,Petrol,Dealer,Manual,First Owner,9.0,272636,250999,MH16NC1355
Hyundai EON D Lite,Hyundai,EON,D Lite,2016,30000,Petrol,Individual,Manual,First Owner,9.0,272696,210000,MH88TL4948
Maruti Alto 800 VXI,Maruti,Alto,800 VXI,2016,60000,Petrol,Individual,Manual,Second Owner,10.0,273407,220000,MH92UF2334
Chevrolet Beat LT,Chevrolet,Beat,LT,2012,90000,Petrol,Individual,Manual,Second Owner,10.0,273887,200999,MH94QL1686
Nissan Micra Diesel XV Premium,Nissan,Micra,Diesel XV Premium,2011,120000,Diesel,Individual,Manual,First Owner,11.0,274183,160000,MH59MN8558
Tata Nano LX SE,Tata,Nano,LX SE,2012,20778,Petrol,Dealer,Manual,First Owner,13.0,274565,95000,MH50SZ4840
Maruti Wagon R LXI CNG,Maruti,Wagon,R LXI CNG,2010,80000,CNG,Individual,Manual,Second Owner,11.0,275231,195000,MH24OK1296
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2013,120000,Petrol,Individual,Manual,First Owner,14.0,275379,200000,MH53EB9913
Tata Indigo CR4,Tata,Indigo,CR4,2013,60000,Diesel,Individual,Manual,First Owner,11.02,275786,170000,MH78FX9077
Hyundai i10 Era,Hyundai,i10,Era,2011,139000,Petrol,Individual,Manual,Second Owner,13.71,275879,175000,MH27MX9684
Tata Indigo CR4,Tata,Indigo,CR4,2012,120000,Diesel,Individual,Manual,First Owner,13.0,276089,130000,MH39UB4024
Maruti Alto 800 LX,Maruti,Alto,800 LX,2016,25000,Petrol,Individual,Manual,Second Owner,13.0,276093,150000,MH22IC2397
Hyundai i10 Era,Hyundai,i10,Era,2012,45000,Petrol,Individual,Manual,Second Owner,11.0,276203,229999,MH36PL3623
Nissan Micra Active XV S,Nissan,Micra,Active XV S,2013,30000,Petrol,Individual,Manual,First Owner,11.0,277823,164000,MH37KM9617
Maruti SX4 Vxi BSIV,Maruti,SX4,Vxi BSIV,2012,110000,Petrol,Individual,Manual,Second Owner,14.33,278041,225000,MH73OD3194
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2012,70000,Petrol,Individual,Manual,Second Owner,11.0,278372,215000,MH56VP2218
Nissan Sunny XL,Nissan,Sunny,XL,2012,70000,Petrol,Individual,Manual,Third Owner,10.0,278647,250000,MH38SQ8797
Hyundai i10 Magna,Hyundai,i10,Magna,2012,50000,Petrol,Individual,Manual,First Owner,11.0,278810,210000,MH64EX7844
Tata New Safari DICOR 2.2 EX 4x2,Tata,New,Safari DICOR 2.2 EX 4x2,2010,120000,Diesel,Individual,Manual,Second Owner,10.0,279070,180000,MH47KE3015
Chevrolet Beat Diesel LT,Chevrolet,Beat,Diesel LT,2011,80000,Diesel,Individual,Manual,Second Owner,13.0,279456,130000,MH48OM2800
Chevrolet Beat Diesel LT,Chevrolet,Beat,Diesel LT,2013,70000,Diesel,Individual,Manual,First Owner,10.65,279483,173000,MH12RE9086
Mahindra Verito 1.5 D2 BSIII,Mahindra,Verito,1.5 D2 BSIII,2011,280000,Diesel,Individual,Manual,First Owner,13.0,279650,150000,MH81VG4741
Tata Manza Club Class Quadrajet90 LS,Tata,Manza,Club Class Quadrajet90 LS,2014,100000,Diesel,Individual,Manual,First Owner,11.96,279662,200000,MH20NG6419
Mahindra Xylo Celebration Edition BSIV,Mahindra,Xylo,Celebration Edition BSIV,2010,240000,Diesel,Individual,Manual,Third Owner,11.93,280247,200000,MH48RV1338
Fiat Punto 1.3 Active,Fiat,Punto,1.3 Active,2010,80000,Diesel,Individual,Manual,Second Owner,13.0,280706,99000,MH68PW4652
Hyundai Verna 1.6 CRDI,Hyundai,Verna,1.6 CRDI,2011,125000,Diesel,Individual,Manual,Third Owner,10.02,280910,260000,MH79JX1318
Tata Indigo LX,Tata,Indigo,LX,2011,60000,Diesel,Individual,Manual,Second Owner,13.0,281095,140000,MH11RW1479
Tata Indica Vista Quadrajet LX,Tata,Indica,Vista Quadrajet LX,2012,80000,Diesel,Individual,Manual,Third Owner,12.0,281342,175000,MH70AQ7848
Hyundai i10 Magna,Hyundai,i10,Magna,2012,49824,Petrol,Dealer,Manual,First Owner,14.05,281410,229999,MH68IN9846
Hyundai i10 Magna 1.2,Hyundai,i10,Magna 1.2,2010,60000,Petrol,Individual,Manual,Second Owner,12.0,281647,225000,MH27ZB9909
Chevrolet Beat PS,Chevrolet,Beat,PS,2015,50000,Petrol,Individual,Manual,First Owner,10.0,281893,200000,MH73TI5568
Tata Indica Vista TDI LX,Tata,Indica,Vista TDI LX,2013,65000,Diesel,Individual,Manual,First Owner,9.74,282030,185000,MH54YY7474
Maruti Omni MPI STD BSIV,Maruti,Omni,MPI STD BSIV,2015,70000,Petrol,Individual,Manual,First Owner,14.79,282236,130000,MH78UL3791
Chevrolet Beat LS,Chevrolet,Beat,LS,2010,60000,Petrol,Individual,Manual,Second Owner,10.96,282377,99000,MH35CM8000
Maruti Wagon R Stingray VXI,Maruti,Wagon,R Stingray VXI,2013,74000,Petrol,Individual,Manual,Third Owner,11.0,282519,270000,MH33BU6411
Hyundai EON D Lite,Hyundai,EON,D Lite,2016,30000,Petrol,Individual,Manual,First Owner,15.0,282541,210000,MH67NT4951
Maruti Alto LXi,Maruti,Alto,LXi,2012,80000,Petrol,Individual,Manual,Third Owner,10.0,282662,175000,MH49MM7514
Maruti Celerio VDi,Maruti,Celerio,VDi,2016,90000,Diesel,Individual,Manual,Third Owner,9.84,283161,240000,MH31DS8038
Maruti Alto Green LXi (CNG),Maruti,Alto,Green LXi (CNG),2010,80251,CNG,Dealer,Manual,Second Owner,13.6,283469,88000,MH85FN9956
Mahindra Quanto C6,Mahindra,Quanto,C6,2012,89000,Diesel,Individual,Manual,Second Owner,9.0,283897,260000,MH91ZQ2060
Mahindra Xylo D2 BS IV,Mahindra,Xylo,D2 BS IV,2011,110000,Diesel,Individual,Manual,Second Owner,13.0,283926,229999,MH69ZM5415
Maruti Wagon R LX BS IV,Maruti,Wagon,R LX BS IV,2011,155000,Petrol,Individual,Manual,First Owner,9.52,284030,160000,MH64TZ4735
Tata Indica Vista Aqua TDI BSIII,Tata,Indica,Vista Aqua TDI BSIII,2011,70000,Diesel,Individual,Manual,First Owner,15.0,284553,120000,MH40EO2376
Maruti Swift VDI,Maruti,Swift,VDI,2012,80000,Diesel,Individual,Manual,Third Owner,14.0,284874,190000,MH67JP2731
Tata Indigo LS,Tata,Indigo,LS,2010,102000,Diesel,Individual,Manual,Second Owner,12.0,284987,160000,MH96RW9898
Renault KWID RXL,Renault,KWID,RXL,2016,38000,Petrol,Individual,Manual,First Owner,13.0,285225,229999,MH86YG6294
Hyundai i10 Sportz 1.2,Hyundai,i10,Sportz 1.2,2011,43100,Petrol,Dealer,Manual,First Owner,9.0,285461,235000,MH94MV5525
Chevrolet Beat Diesel,Chevrolet,Beat,Diesel,2013,60000,Diesel,Individual,Manual,Second Owner,15.0,285676,165000,MH95ZT6003
Hyundai i20 1.2 Sportz,Hyundai,i20,1.2 Sportz,2011,58000,Petrol,Dealer,Manual,Second Owner,14.0,286045,220000,MH77OK4077
Tata Indica Vista TDI LS,Tata,Indica,Vista TDI LS,2011,120000,Diesel,Individual,Manual,Second Owner,13.74,286048,120000,MH18NY8444
Tata Nano Twist XE,Tata,Nano,Twist XE,2014,44416,Petrol,Dealer,Manual,First Owner,12.0,286114,140000,MH95QI9898
Tata Nano Lx,Tata,Nano,Lx,2011,15000,Petrol,Individual,Manual,First Owner,11.0,286126,75000,MH38KO5595
Fiat Linea 1.3 Emotion,Fiat,Linea,1.3 Emotion,2010,65000,Diesel,Dealer,Manual,First Owner,11.0,286420,221000,MH18IQ7179
Hyundai Accent GLE CNG,Hyundai,Accent,GLE CNG,2010,90000,CNG,Individual,Manual,Second Owner,12.0,286837,145000,MH85BY8857
Ford Figo Diesel EXI,Ford,Figo,Diesel EXI,2010,100000,Diesel,Individual,Manual,Third Owner,12.0,287223,130000,MH47VF6000
Nissan Micra Active XV S,Nissan,Micra,Active XV S,2013,30000,Petrol,Individual,Manual,First Owner,10.0,287746,164000,MH97TA1887
Hyundai i10 Era 1.1 iTech SE,Hyundai,i10,Era 1.1 iTech SE,2011,46000,Petrol,Individual,Manual,First Owner,14.0,287771,235000,MH29QO8309
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2013,25000,Petrol,Individual,Manual,Second Owner,13.2,288120,92800,MH37MG4081
Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,Polo,Diesel Trendline 1.2L,2012,55000,Diesel,Individual,Manual,Second Owner,10.0,288208,265000,MH84VV1041
Tata Manza ELAN Quadrajet BS IV,Tata,Manza,ELAN Quadrajet BS IV,2011,80000,Diesel,Individual,Manual,Third Owner,12.0,288942,180000,MH84QV1005
Tata Indigo CR4,Tata,Indigo,CR4,2012,120000,Diesel,Individual,Manual,Second Owner,10.0,289860,200000,MH61TE6981
Hyundai i10 Era 1.1 iTech SE,Hyundai,i10,Era 1.1 iTech SE,2011,110000,Petrol,Individual,Manual,Second Owner,14.0,289953,147000,MH76TK6328
Maruti Swift VDI,Maruti,Swift,VDI,2012,296823,Diesel,Individual,Manual,First Owner,14.04,290411,225000,MH20NN7940
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2014,50000,Petrol,Individual,Manual,Second Owner,10.17,290480,250000,MH67KU6969
Tata Indigo LS Dicor,Tata,Indigo,LS Dicor,2011,80000,Diesel,Individual,Manual,First Owner,15.0,292253,220000,MH58YR1427
Ford Classic 1.4 Duratorq LXI,Ford,Classic,1.4 Duratorq LXI,2013,35000,Diesel,Individual,Manual,First Owner,10.0,292265,250000,MH77MK8112
Maruti Ritz VDi,Maruti,Ritz,VDi,2010,100000,Diesel,Individual,Manual,Second Owner,10.42,292739,148000,MH98JX6348
Tata Manza Aqua Quadrajet BS IV,Tata,Manza,Aqua Quadrajet BS IV,2010,80000,Diesel,Individual,Manual,First Owner,12.0,292787,165000,MH39WJ4725
Tata Nano Cx BSIV,Tata,Nano,Cx BSIV,2011,9528,Petrol,Dealer,Manual,First Owner,15.0,293136,75000,MH43VC5038
Tata New Safari DICOR 2.2 VX 4x2,Tata,New,Safari DICOR 2.2 VX 4x2,2010,34500,Diesel,Individual,Manual,First Owner,10.87,293312,210000,MH87AL4842
Nissan Micra Diesel XV Premium,Nissan,Micra,Diesel XV Premium,2013,13770,Diesel,Individual,Manual,First Owner,14.0,293334,210000,MH93LJ2080
Tata Indica GLS BS IV,Tata,Indica,GLS BS IV,2010,110000,Petrol,Individual,Manual,Second Owner,15.0,294205,75000,MH70OY1154
Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,Polo,Diesel Trendline 1.2L,2011,90000,Diesel,Individual,Manual,Third Owner,14.52,294290,175000,MH64QB1037
Maruti SX4 Vxi BSIV,Maruti,SX4,Vxi BSIV,2012,110000,Petrol,Individual,Manual,Second Owner,11.0,294322,225000,MH93GE1079
Hyundai i10 Magna,Hyundai,i10,Magna,2012,49824,Petrol,Dealer,Manual,First Owner,14.8,294523,229999,MH67KK9095
Ford Figo Diesel Titanium,Ford,Figo,Diesel Titanium,2011,90000,Diesel,Individual,Manual,Third Owner,11.54,294711,190000,MH10XR2809
Maruti SX4 Celebration Petrol,Maruti,SX4,Celebration Petrol,2012,90000,Petrol,Individual,Manual,Second Owner,15.0,294793,220000,MH71GC4046
Tata Nano LX SE,Tata,Nano,LX SE,2013,25000,Petrol,Individual,Manual,First Owner,10.74,294979,72000,MH86DH1356
Tata Indica Vista Aqua 1.4 TDI,Tata,Indica,Vista Aqua 1.4 TDI,2011,54000,Diesel,Individual,Manual,First Owner,11.75,295390,90000,MH86ZV7611
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2011,120000,Diesel,Individual,Manual,First Owner,11.0,295508,270000,MH48FX8262
Maruti Alto 800 Base,Maruti,Alto,800 Base,2014,40000,Petrol,Individual,Manual,First Owner,15.0,295522,175000,MH15SC3468
Maruti SX4 Vxi BSIV,Maruti,SX4,Vxi BSIV,2012,110000,Petrol,Individual,Manual,Second Owner,13.78,295988,225000,MH93HT1792
Ford Figo Diesel ZXI,Ford,Figo,Diesel ZXI,2011,149000,Diesel,Individual,Manual,Second Owner,12.9,296069,175000,MH82MA6679
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2014,56207,Petrol,Dealer,Manual,Second Owner,9.0,296460,180000,MH95OS1390
Tata Indica Vista Quadrajet LX,Tata,Indica,Vista Quadrajet LX,2013,200000,Diesel,Individual,Manual,First Owner,12.0,296692,180000,MH44MO4930
Chevrolet Beat LT,Chevrolet,Beat,LT,2016,52000,Petrol,Dealer,Manual,First Owner,13.0,297336,245000,MH49NC4257
Tata Indica Vista Aura 1.3 Quadrajet BSIV,Tata,Indica,Vista Aura 1.3 Quadrajet BSIV,2010,80000,Diesel,Individual,Manual,Second Owner,9.45,297566,250000,MH11AL4500
Chevrolet Beat LT,Chevrolet,Beat,LT,2013,50000,Petrol,Individual,Manual,First Owner,13.85,298201,165000,MH45YH8173
Chevrolet Beat LT Option,Chevrolet,Beat,LT Option,2016,41000,Petrol,Dealer,Manual,First Owner,12.0,298275,239000,MH93OC5996
Datsun RediGO T Option,Datsun,RediGO,T Option,2016,37500,Petrol,Individual,Manual,Second Owner,15.0,298382,229999,MH51GC6199
Chevrolet Sail 1.3 LS,Chevrolet,Sail,1.3 LS,2013,56000,Diesel,Dealer,Manual,First Owner,9.82,298653,290000,MH30OZ4808
Hyundai EON Magna Plus,Hyundai,EON,Magna Plus,2014,73300,Petrol,Dealer,Manual,Second Owner,9.0,298765,240000,MH57UP3595
Tata Nano LX,Tata,Nano,LX,2013,27974,Petrol,Individual,Manual,First Owner,10.0,298861,58000,MH23QO3828
Maruti Alto K10 LXI,Maruti,Alto,K10 LXI,2014,40000,Petrol,Individual,Manual,First Owner,14.84,298963,200999,MH22EH5010
Tata Nano Cx BSIII,Tata,Nano,Cx BSIII,2014,7000,Petrol,Individual,Manual,Second Owner,14.0,299070,45000,MH14ME7499
Chevrolet Beat Diesel LT,Chevrolet,Beat,Diesel LT,2012,60000,Diesel,Individual,Manual,First Owner,10.0,299251,150000,MH24NH5187
Nissan Sunny Diesel XL,Nissan,Sunny,Diesel XL,2013,90000,Diesel,Individual,Manual,Second Owner,14.0,299371,220000,MH74TX5401
Tata Indigo LS,Tata,Indigo,LS,2012,70000,Diesel,Individual,Manual,Second Owner,14.0,299379,220000,MH57IA3884
Tata Indigo CR4,Tata,Indigo,CR4,2013,100000,Diesel,Individual,Manual,First Owner,13.0,300046,220000,MH49NP8030
Chevrolet Sail 1.2 Base,Chevrolet,Sail,1.2 Base,2015,35000,,Individual,Manual,First Owner,,300235,260000,MH27DS2315
Honda Brio V MT,Honda,Brio,V MT,2012,42000,Petrol,Dealer,Manual,Second Owner,12.0,300392,249000,MH75KW3217
Chevrolet Beat LS,Chevrolet,Beat,LS,2011,60000,Petrol,Individual,Manual,Third Owner,14.0,300507,150000,MH45VQ1839
Chevrolet Beat LS,Chevrolet,Beat,LS,2011,80000,Petrol,Individual,Manual,Second Owner,9.0,300829,225000,MH61TL3771
Fiat Linea Emotion,Fiat,Linea,Emotion,2010,100000,Petrol,Individual,Manual,First Owner,15.0,300949,170000,MH40CY1667
Maruti Wagon R LXI Minor,Maruti,Wagon,R LXI Minor,2010,100000,Petrol,Individual,Manual,Second Owner,13.0,301047,225000,MH78QS6964
Maruti Alto 800 VXI,Maruti,Alto,800 VXI,2016,60000,Petrol,Individual,Manual,First Owner,9.32,301100,245000,MH13DD3870
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2015,15000,Petrol,Individual,Manual,Second Owner,9.0,301623,280000,MH37NC3465
Chevrolet Beat Diesel LT,Chevrolet,Beat,Diesel LT,2012,50000,Diesel,Individual,Manual,First Owner,10.0,301701,200000,MH40ZE9452
Maruti Alto K10 VXI,Maruti,Alto,K10 VXI,2018,20000,Petrol,Individual,Manual,First Owner,13.91,301744,231999,MH80CN5669
